profile,gamma,gammaScaled,voterIndex,coordinateIndex,directRingCoordinate,originalReport,flippedReport,originalQ,flippedQ,absDeltaQ,deltaThreshold
consensus,0.05,214748364,5,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,5,4,1,1,0,0.33802799,0.04999999,0.28802800,1237070841
consensus,0.05,214748364,5,5,1,1,0,0.33802799,0.04999999,0.28802800,1237070841
consensus,0.05,214748364,5,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,5,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,6,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,6,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,6,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,6,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,6,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,6,5,1,1,0,0.33802799,0.04999999,0.28802800,1237070841
consensus,0.05,214748364,6,6,1,1,0,0.33802799,0.04999999,0.28802800,1237070841
consensus,0.05,214748364,6,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.05,214748364,7,6,1,1,0,0.33802799,0.04999999,0.28802800,1237070841
consensus,0.05,214748364,7,7,1,1,0,0.33802799,0.04999999,0.28802800,1237070841
consensus,0.10,429496729,0,0,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,0,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,0,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,0,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,0,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,0,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,0,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,0,7,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,1,0,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,1,1,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,1,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,1,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,1,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,1,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,1,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,1,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,2,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,2,1,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,2,2,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,2,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,2,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,2,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,2,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,2,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,3,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,3,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,3,2,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,3,3,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,3,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,3,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,3,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,3,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,4,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,4,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,4,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,4,3,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,4,4,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,4,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,4,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,4,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,5,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,5,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,5,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,5,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,5,4,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,5,5,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,5,6,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,5,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,6,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,6,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,6,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,6,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,6,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,6,5,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,6,6,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,6,7,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,0,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,1,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,2,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,3,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,4,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,5,0,1,0,0.33802799,0.39344233,0.05541433,238002749
consensus,0.10,429496729,7,6,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
consensus,0.10,429496729,7,7,1,1,0,0.33802799,0.09999999,0.23802800,1022322476
